"DEPTH","PRES","TEMP","potemperature","CNDC","PSAL","sigma_t","sbox0Mm/Kg","ph","ph","flECO-AFL","CStarTr0","par","upoly0","gsw_saA0","gsw_ctA0","gsw_densityA0","gsw_sigma0A0","gsw_ptA0","flag"
"142.744","144.0","8.4828","8.4688","3.193568","29.9676","23.2563","246.493","8.142","8.142","0.2848","88.9029","1e-12","3.9275534","30.1138","8.5402","1023.922","23.2639","8.4688","0.0"
"143.731","145.0","8.4834","8.4693","3.194597","29.9768","23.2634","246.429","8.142","8.142","0.272","88.7289","1e-12","3.870919","30.1237","8.5406","1023.9341","23.2715","8.4693","0.0"
"144.726","146.0","8.4838","8.4696","3.196021","29.9914","23.2747","246.153","8.142","8.142","0.2772","88.3681","1e-12","4.1164694","30.1378","8.5407","1023.9496","23.2825","8.4696","0.0"
"145.717","147.0","8.4853","8.4711","3.196964","29.9992","23.2806","245.666","8.142","8.142","0.3019","88.3084","1e-12","4.0184383","30.1459","8.542","1023.9603","23.2886","8.471","0.0"
"146.7","148.0","8.4854","8.4711","3.198416","30.0136","23.292","245.067","8.142","8.142","0.3017","88.2349","1e-12","4.2913942","30.1606","8.5417","1023.9763","23.3001","8.471","0.0"
"147.697","149.0","8.4842","8.4698","3.199934","30.0298","23.3048","244.717","8.142","8.142","0.3015","87.794","1e-12","4.4090581","30.177","8.5402","1023.9938","23.313","8.4698","0.0"
"148.691","150.0","8.4831","8.4686","3.202235","30.0542","23.324","244.517","8.142","8.142","0.3022","86.9967","1e-12","4.3683438","30.2016","8.5386","1024.0177","23.3324","8.4686","0.0"
"149.678","151.0","8.4838","8.4691","3.203337","30.0652","23.3326","244.351","8.142","8.142","0.3075","86.6997","1e-12","4.3057442","30.2122","8.539","1024.0304","23.3405","8.4691","0.0"
"150.67","152.0","8.4851","8.4703","3.203907","30.0699","23.3361","244.316","8.142","8.142","0.3225","86.7402","1e-12","4.4713058","30.2166","8.5401","1024.0382","23.3438","8.4703","0.0"
"151.658","153.0","8.4847","8.4698","3.204023","30.0711","23.337","244.147","8.142","8.142","0.3095","86.6895","1e-12","4.7032747","30.2178","8.5396","1024.0438","23.3448","8.4698","0.0"
"152.655","154.0","8.4846","8.4697","3.204142","30.0719","23.3377","243.976","8.142","8.142","0.3297","86.7416","1e-12","4.3338504","30.2187","8.5394","1024.0491","23.3455","8.4696","0.0"
"153.641","155.0","8.4847","8.4696","3.204262","30.0727","23.3383","243.954","8.142","8.142","0.341","86.563","1e-12","4.6826849","30.2195","8.5394","1024.0542","23.3461","8.4696","0.0"
"154.635","156.0","8.484","8.4689","3.204399","30.0742","23.3396","243.889","8.141","8.141","0.3383","86.5011","1e-12","4.5674767","30.221","8.5386","1024.0602","23.3475","8.4688","0.0"
"155.619","157.0","8.4848","8.4696","3.205727","30.086","23.3487","243.591","8.141","8.141","0.3183","86.4281","1e-12","4.5579901","30.2338","8.5391","1024.0746","23.3573","8.4696","0.0"
"156.621","158.0","8.487","8.4716","3.207309","30.1006","23.3598","243.204","8.141","8.141","0.3436","86.504","1e-12","4.3618064","30.2481","8.5409","1024.09","23.3682","8.4716","0.0"
"157.602","159.0","8.4865","8.471","3.20844","30.1115","23.3684","242.68","8.141","8.141","0.3479","85.8853","1e-12","4.7319665","30.2599","8.5402","1024.1038","23.3775","8.471","0.0"
"158.602","160.0","8.4852","8.4696","3.211864","30.1482","23.3973","242.386","8.14","8.14","0.3349","84.2539","1e-12","4.9920883","30.2964","8.5382","1024.137","23.4061","8.4696","0.0"
"159.583","161.0","8.4851","8.4695","3.212518","30.1555","23.403","242.17","8.14","8.14","0.3323","83.9212","1e-12","5.4043312","30.3028","8.5379","1024.1465","23.4111","8.4695","0.0"
"160.583","162.0","8.4853","8.4695","3.213306","30.163","23.4089","241.953","8.14","8.14","0.3356","83.6839","1e-12","5.3616967","30.3106","8.5378","1024.1571","23.4172","8.4695","0.0"
"161.563","163.0","8.4853","8.4694","3.213894","30.1688","23.4134","241.91","8.139","8.139","0.3374","83.6372","1e-12","5.3426619","30.3163","8.5376","1024.1661","23.4216","8.4694","0.0"
"162.563","164.0","8.4852","8.4692","3.214328","30.1729","23.4167","241.785","8.139","8.139","0.3357","83.5193","1e-12","5.3808241","30.3205","8.5374","1024.174","23.4249","8.4692","0.0"
"163.552","165.0","8.4854","8.4693","3.215171","30.1811","23.4231","241.861","8.138","8.138","0.3596","83.4306","1e-12","5.2948112","30.3287","8.5374","1024.1849","23.4313","8.4693","0.0"
"164.537","166.0","8.4856","8.4695","3.215493","30.1839","23.4252","241.814","8.138","8.138","0.3653","83.4246","1e-12","5.1915336","30.3315","8.5374","1024.1917","23.4335","8.4694","0.0"
"165.534","167.0","8.4861","8.4698","3.215954","30.1876","23.4281","241.313","8.138","8.138","0.3429","83.2196","1e-12","5.2872667","30.3355","8.5378","1024.1992","23.4365","8.4698","0.0"
"166.524","168.0","8.4865","8.4701","3.216314","30.1908","23.4305","240.816","8.138","8.138","0.3259","82.8375","1e-12","5.3434749","30.3385","8.538","1024.2061","23.4388","8.4701","0.0"
"167.515","169.0","8.4867","8.4702","3.21648","30.192","23.4314","240.524","8.137","8.137","0.336","82.3287","1e-12","5.3530798","30.3397","8.5381","1024.2115","23.4397","8.4702","0.0"
"168.502","170.0","8.4871","8.4705","3.217711","30.2038","23.4406","240.307","8.137","8.137","0.3518","80.9932","1e-12","5.636622","30.3518","8.5382","1024.2255","23.4491","8.4705","0.0"
"169.5","171.0","8.4872","8.4705","3.217994","30.2065","23.4427","240.215","8.137","8.137","0.3412","81.2325","1e-12","5.748867","30.3542","8.5381","1024.2319","23.4511","8.4705","0.0"
"170.479","172.0","8.4874","8.4707","3.218757","30.2132","23.4479","239.814","8.137","8.137","0.3407","81.9006","1e-12","5.3642335","30.3616","8.5382","1024.2422","23.4568","8.4707","0.0"
"171.484","173.0","8.4885","8.4716","3.220422","30.229","23.4602","239.463","8.137","8.137","0.3447","81.736","1e-12","5.4928579","30.3777","8.5389","1024.2592","23.4692","8.4716","0.0"
"172.463","174.0","8.4888","8.4718","3.221543","30.2402","23.4688","239.221","8.137","8.137","0.339","81.0283","1e-12","5.4121251","30.3887","8.5389","1024.2722","23.4777","8.4718","0.0"
"173.463","175.0","8.4885","8.4715","3.222127","30.2466","23.4739","238.912","8.137","8.137","0.3427","79.0219","1e-12","5.8836341","30.3946","8.5385","1024.2815","23.4824","8.4714","0.0"
"174.444","176.0","8.4886","8.4714","3.222512","30.25","23.4766","238.462","8.137","8.137","0.3439","78.6836","1e-12","5.9909611","30.3982","8.5384","1024.2888","23.4852","8.4714","0.0"
"175.448","177.0","8.489","8.4717","3.223222","30.2564","23.4815","238.225","8.137","8.137","0.3388","78.1368","1e-12","6.0386572","30.4048","8.5386","1024.2985","23.4903","8.4717","0.0"
"176.427","178.0","8.4895","8.4721","3.224337","30.2668","23.4895","237.911","8.136","8.136","0.3411","77.5303","1e-12","6.320457","30.4156","8.5388","1024.3114","23.4987","8.4721","0.0"
"177.423","179.0","8.49","8.4725","3.225565","30.2793","23.4993","237.857","8.133","8.133","0.3529","76.7713","1e-12","6.3962817","30.4276","8.5391","1024.3252","23.508","8.4725","0.0"
"178.411","180.0","8.4903","8.4727","3.225988","30.2831","23.5022","237.472","8.132","8.132","0.3525","76.0482","1e-12","6.9330859","30.4314","8.5392","1024.3328","23.5109","8.4727","0.0"
"179.405","181.0","8.4903","8.4726","3.226085","30.2838","23.5028","236.853","8.132","8.132","0.347","76.1268","1e-12","6.8676648","30.4321","8.539","1024.3378","23.5114","8.4726","0.0"
"180.393","182.0","8.4907","8.4729","3.227308","30.295","23.5115","236.447","8.132","8.132","0.3534","73.6977","1e-12","7.0646796","30.444","8.5392","1024.3516","23.5207","8.4729","0.0"
"181.387","183.0","8.4911","8.4732","3.228369","30.3058","23.5199","236.26","8.132","8.132","0.3542","71.4212","1e-12","7.9749098","30.4544","8.5393","1024.3641","23.5287","8.4732","0.0"
"182.372","184.0","8.4912","8.4732","3.228523","30.3071","23.5209","236.4","8.132","8.132","0.356","70.9572","1e-12","8.4114971","30.4555","8.5393","1024.3696","23.5297","8.4732","0.0"
"183.371","185.0","8.4914","8.4733","3.228622","30.3075","23.5211","236.4","8.132","8.132","0.3397","70.826","1e-12","8.643239","30.456","8.5394","1024.3745","23.53","8.4733","0.0"
"184.355","186.0","8.4916","8.4735","3.228744","30.3082","23.5217","236.45","8.132","8.132","0.3456","71.0423","1e-12","8.2760878","30.4567","8.5395","1024.3796","23.5305","8.4734","0.0"
"185.347","187.0","8.4919","8.4736","3.228898","30.309","23.5223","236.406","8.132","8.132","0.3416","70.9019","1e-12","8.4773664","30.4576","8.5397","1024.3849","23.5312","8.4736","0.0"
"186.339","188.0","8.4918","8.4735","3.228971","30.3095","23.5227","236.339","8.132","8.132","0.3371","70.872","1e-12","8.7227669","30.458","8.5395","1024.3898","23.5316","8.4734","0.0"
"187.33","189.0","8.492","8.4735","3.229083","30.31","23.5231","236.11","8.132","8.132","0.3377","70.4887","1e-12","9.114254","30.4587","8.5396","1024.3948","23.532","8.4735","0.0"
"188.321","190.0","8.492","8.4734","3.229294","30.3118","23.5244","236.084","8.132","8.132","0.339","70.1451","1e-12","8.7119541","30.4605","8.5394","1024.4008","23.5335","8.4734","0.0"
"189.31","191.0","8.4924","8.4737","3.229484","30.313","23.5254","--","8.132","8.132","0.3405","69.7926","1e-12","9.1990814","30.4617","8.5397","1024.4063","23.5344","8.4737","0.0"
"190.306","192.0","8.4925","8.4738","3.229783","30.3155","23.5273","--","8.132","8.132","0.3222","68.982","1e-12","9.1373272","30.4643","8.5397","1024.4128","23.5364","8.4737","0.0"
