"DEPTH","PRES","TEMP","potemperature","CNDC","PSAL","sigma_t","sbox0Mm/Kg","ph","ph","flECO-AFL","CStarTr0","par","upoly0","gsw_saA0","gsw_ctA0","gsw_densityA0","gsw_sigma0A0","gsw_ptA0","flag"
"143.729","145.0","8.5755","8.5614","3.195112","29.905","23.1939","248.656","8.147","8.147","0.4179","92.163","1e-12","3.9034321","30.0506","8.6344","1023.8638","23.2014","8.5614","0.0"
"144.729","146.0","8.5756","8.5614","3.195236","29.9057","23.1944","248.459","8.146","8.146","0.4181","92.1465","1e-12","3.8634329","30.0515","8.6343","1023.869","23.202","8.5613","0.0"
"145.718","147.0","8.5754","8.561","3.195548","29.9087","23.1969","248.553","8.147","8.147","0.4187","92.1477","1e-12","3.7601657","30.0545","8.6339","1023.876","23.2045","8.561","0.0"
"146.709","148.0","8.5748","8.5604","3.195639","29.9099","23.1978","248.467","8.146","8.146","0.4193","92.3205","1e-12","3.6709843","30.0556","8.6332","1023.8814","23.2054","8.5603","0.0"
"147.699","149.0","8.574","8.5595","3.195673","29.9104","23.1984","248.475","8.146","8.146","0.4185","92.2643","1e-12","3.8742304","30.0562","8.6323","1023.8866","23.206","8.5595","0.0"
"148.689","150.0","8.5741","8.5594","3.195768","29.9109","23.1988","248.519","8.146","8.146","0.4183","92.3292","1e-12","3.7833381","30.0567","8.6323","1023.8916","23.2064","8.5594","0.0"
"149.679","151.0","8.5741","8.5594","3.195844","29.9113","23.199","248.508","8.146","8.146","0.4189","92.3318","1e-12","3.732214","30.0571","8.6322","1023.8964","23.2067","8.5594","0.0"
"150.672","152.0","8.574","8.5592","3.195884","29.9114","23.1992","248.513","8.146","8.146","0.4193","92.1217","1e-12","3.837286","30.0572","8.632","1023.9011","23.2068","8.5591","0.0"
"151.667","153.0","8.5727","8.5578","3.195785","29.911","23.199","248.624","8.146","8.146","0.4182","92.4538","1e-12","3.6618774","30.0569","8.6306","1023.9056","23.2067","8.5578","0.0"
"152.647","154.0","8.5728","8.5577","3.19582","29.9109","23.1989","248.766","8.146","8.146","0.3947","92.4562","1e-12","3.4423935","30.0568","8.6306","1023.9101","23.2067","8.5577","0.0"
"153.647","155.0","8.573","8.5579","3.195884","29.911","23.1989","248.517","8.146","8.146","0.4168","92.2001","1e-12","3.614882","30.0569","8.6307","1023.9147","23.2067","8.5579","0.0"
"154.634","156.0","8.573","8.5578","3.195961","29.9113","23.1992","248.296","8.147","8.147","0.4183","92.4654","1e-12","3.6472108","30.0572","8.6307","1023.9196","23.207","8.5578","0.0"
"155.625","157.0","8.5728","8.5574","3.195978","29.9114","23.1993","248.459","8.146","8.146","0.4193","92.2972","1e-12","3.7351723","30.0572","8.6303","1023.9242","23.2071","8.5574","0.0"
"156.619","158.0","8.5725","8.5571","3.19597","29.911","23.1991","248.546","8.146","8.146","0.4192","92.2726","1e-12","3.5504172","30.057","8.6299","1023.9286","23.2069","8.5571","0.0"
"157.607","159.0","8.573","8.5575","3.196149","29.9119","23.1997","248.413","8.146","8.146","0.4181","92.3295","1e-12","3.7886429","30.058","8.6304","1023.9338","23.2076","8.5575","0.0"
"158.597","160.0","8.5732","8.5576","3.196152","29.9116","23.1994","248.403","8.146","8.146","0.4193","92.1814","1e-12","3.6869786","30.0575","8.6304","1023.938","23.2073","8.5575","0.0"
"159.592","161.0","8.572","8.5563","3.195986","29.9104","23.1986","248.338","8.146","8.146","0.4179","92.2406","1e-12","3.9174428","30.0564","8.6291","1023.9419","23.2066","8.5562","0.0"
"160.577","162.0","8.5719","8.5561","3.195992","29.9101","23.1984","248.268","8.146","8.146","0.4187","92.1479","1e-12","3.8697631","30.0561","8.6289","1023.9463","23.2064","8.5561","0.0"
"161.573","163.0","8.5718","8.5559","3.196028","29.9101","23.1984","248.015","8.146","8.146","0.4345","92.105","1e-12","4.1108432","30.0561","8.6288","1023.9509","23.2064","8.5559","0.0"
"162.56","164.0","8.5714","8.5554","3.196623","29.9156","23.2028","247.874","8.146","8.146","0.4179","91.5175","1e-12","4.6444468","30.0623","8.6281","1023.9603","23.2113","8.5554","0.0"
"163.553","165.0","8.5708","8.5547","3.197671","29.927","23.2118","247.661","8.145","8.145","0.4137","90.2386","1e-12","4.5017309","30.0733","8.6273","1023.9736","23.22","8.5547","0.0"
"164.545","166.0","8.5728","8.5566","3.198374","29.932","23.2155","247.36","8.145","8.145","0.4214","89.801","1e-12","4.6386418","30.0785","8.6291","1023.9819","23.2237","8.5566","0.0"
"165.535","167.0","8.5731","8.5568","3.199232","29.9401","23.2217","247.19","8.144","8.144","0.4266","90.033","1e-12","4.5493474","30.0868","8.6292","1023.9929","23.2302","8.5568","0.0"
"166.524","168.0","8.5758","8.5594","3.200958","29.9547","23.2327","246.759","8.143","8.143","0.4189","90.1676","1e-12","4.4526758","30.102","8.6316","1024.0089","23.2417","8.5594","0.0"
"167.514","169.0","8.5708","8.5542","3.202658","29.977","23.251","246.436","8.142","8.142","0.4423","89.253","1e-12","4.7945652","30.1237","8.626","1024.031","23.2593","8.5542","0.0"
"168.511","170.0","8.5689","8.5523","3.203059","29.9825","23.2555","246.25","8.142","8.142","0.4309","88.4109","1e-12","4.8843093","30.129","8.624","1024.04","23.2637","8.5523","0.0"
"169.494","171.0","8.5691","8.5524","3.203706","29.9884","23.2601","246.262","8.142","8.142","0.4254","88.638","1e-12","4.7776575","30.1351","8.624","1024.0493","23.2685","8.5524","0.0"
"170.488","172.0","8.5697","8.5529","3.204208","29.9928","23.2635","246.222","8.142","8.142","0.4193","88.6533","1e-12","4.7528458","30.1395","8.6244","1024.0573","23.2718","8.5528","0.0"
"171.482","173.0","8.5704","8.5535","3.204713","29.9969","23.2666","246.093","8.142","8.142","0.4494","88.7652","1e-12","5.1551323","30.1437","8.625","1024.0649","23.275","8.5535","0.0"
"172.467","174.0","8.5718","8.5548","3.205416","30.0023","23.2706","245.772","8.142","8.142","0.4454","89.0874","1e-12","4.8884926","30.1495","8.6262","1024.0739","23.2793","8.5548","0.0"
"173.463","175.0","8.5735","8.5564","3.206541","30.0121","23.278","245.514","8.142","8.142","0.4501","89.192","1e-12","4.6976523","30.1593","8.6276","1024.0858","23.2868","8.5564","0.0"
"174.451","176.0","8.5734","8.5562","3.207774","30.0246","23.2878","245.206","8.142","8.142","0.4406","89.3122","1e-12","4.9529648","30.1718","8.6272","1024.1001","23.2965","8.5562","0.0"
"175.443","177.0","8.5715","8.5542","3.207749","30.0259","23.2891","244.948","8.142","8.142","0.445","88.908","1e-12","4.6831703","30.1728","8.6252","1024.1058","23.2976","8.5541","0.0"
"176.432","178.0","8.572","8.5546","3.210011","30.0473","23.3058","244.673","8.142","8.142","0.4415","87.9192","1e-12","4.8816485","30.1955","8.6252","1024.1279","23.3153","8.5546","0.0"
"177.426","179.0","8.575","8.5574","3.211507","30.0609","23.316","244.598","8.142","8.142","0.4653","88.7349","1e-12","4.8389583","30.2082","8.6279","1024.142","23.3247","8.5574","0.0"
"178.411","180.0","8.5765","8.5588","3.211926","30.0635","23.3178","244.43","8.142","8.142","0.4399","89.738","1e-12","4.5075541","30.2109","8.6293","1024.1483","23.3266","8.5588","0.0"
"179.408","181.0","8.5775","8.5598","3.212546","30.0683","23.3215","244.183","8.142","8.142","0.4676","90.2076","1e-12","4.5216136","30.216","8.6302","1024.1567","23.3305","8.5598","0.0"
"180.395","182.0","8.5774","8.5595","3.214207","30.0854","23.3348","243.837","8.142","8.142","0.4185","90.0901","1e-12","4.4574504","30.2331","8.6296","1024.1747","23.3438","8.5595","0.0"
"181.388","183.0","8.5771","8.5592","3.215343","30.0966","23.3436","243.509","8.142","8.142","0.4534","89.6294","1e-12","4.5795074","30.2447","8.6291","1024.1882","23.3529","8.5592","0.0"
"182.376","184.0","8.5802","8.5621","3.218729","30.1284","23.3681","243.305","8.142","8.142","0.4406","89.5885","1e-12","4.4545245","30.277","8.6315","1024.2175","23.3776","8.5621","0.0"
"183.368","185.0","8.5811","8.5629","3.219318","30.1342","23.3725","243.14","8.142","8.142","0.4589","90.0232","1e-12","4.2040596","30.282","8.6323","1024.2258","23.3814","8.5629","0.0"
"184.363","186.0","8.5814","8.5631","3.219669","30.1372","23.3748","242.909","8.142","8.142","0.4494","90.2255","1e-12","4.4260721","30.285","8.6324","1024.2327","23.3837","8.5631","0.0"
"185.346","187.0","8.5815","8.5631","3.220412","30.1439","23.38","--","8.142","8.142","0.43","89.9581","1e-12","4.5569072","30.2922","8.6323","1024.2429","23.3894","8.5631","0.0"
"186.342","188.0","8.5819","8.5634","3.221721","30.157","23.3902","--","8.142","8.142","0.4348","88.6217","1e-12","4.5197029","30.3051","8.6324","1024.2574","23.3994","8.5634","0.0"
"187.341","189.0","8.5821","8.5636","3.222439","30.1642","23.3958","--","8.142","8.142","0.4142","88.3883","1e-12","4.8803549","30.312","8.6325","1024.2672","23.4047","8.5636","0.0"
